,age,capital.gain,capital.loss,education,education.num,fnlwgt,hours.per.week,income,marital.status,native.country,occupation,race,relationship,sex,workclass
1675,46,25236,0,Doctorate,16,295566,65,1,Divorced,United-States,Prof-specialty,White,Unmarried,Female,Private
1676,51,25236,0,Masters,14,165001,50,1,Divorced,United-States,Exec-managerial,White,Unmarried,Male,Self-emp-not-inc
1677,45,25236,0,Masters,14,191776,42,1,Divorced,United-States,Sales,White,Unmarried,Female,Self-emp-inc
1678,43,25236,0,Doctorate,16,261929,64,1,Married-spouse-absent,United-States,Prof-specialty,White,Unmarried,Male,State-gov
1679,59,25236,0,Doctorate,16,398626,45,1,Divorced,United-States,Prof-specialty,White,Unmarried,Male,State-gov
1680,37,25236,0,Some-college,10,270059,25,1,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
1681,45,25236,0,Prof-school,15,208802,36,1,Divorced,United-States,Prof-specialty,White,Unmarried,Male,Self-emp-inc
1682,45,25236,0,Prof-school,15,190406,36,1,Divorced,United-States,Prof-specialty,Black,Unmarried,Male,State-gov
1683,32,25236,0,Assoc-acdm,12,170154,50,1,Separated,United-States,Exec-managerial,White,Unmarried,Female,Private
1684,36,25236,0,Prof-school,15,112497,40,1,Divorced,United-States,Prof-specialty,White,Unmarried,Male,Self-emp-not-inc
1685,47,25236,0,Bachelors,13,97883,35,1,Widowed,United-States,Priv-house-serv,White,Unmarried,Female,Private
1686,75,25124,0,Bachelors,13,111177,16,1,Widowed,United-States,None,White,Not-in-family,Female,None
1687,73,25124,0,Assoc-voc,11,183213,60,1,Widowed,United-States,Prof-specialty,White,Not-in-family,Male,Private
1688,65,25124,0,Prof-school,15,224472,80,1,Never-married,United-States,None,White,Not-in-family,Male,None
1689,68,25124,0,Assoc-voc,11,52052,50,1,Widowed,United-States,Sales,White,Not-in-family,Female,Self-emp-inc
1690,61,22040,0,HS-grad,9,32423,40,0,Married-civ-spouse,United-States,Farming-fishing,White,Wife,Female,Self-emp-not-inc
1691,67,20051,0,Prof-school,15,231559,48,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1692,65,20051,0,Masters,14,198766,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1693,63,20051,0,Some-college,10,167501,10,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Self-emp-not-inc
1694,90,20051,0,Masters,14,227796,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov
1695,79,20051,0,Doctorate,16,120707,35,1,Married-civ-spouse,El-Salvador,Prof-specialty,White,Husband,Male,Private
1696,67,20051,0,Masters,14,195161,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1697,90,20051,0,Prof-school,15,87372,72,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1698,68,20051,0,Doctorate,16,193666,55,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1699,65,20051,0,Prof-school,15,154171,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1700,68,20051,0,Doctorate,16,146645,50,1,Married-civ-spouse,United-States,None,White,Husband,Male,None
1701,62,20051,0,HS-grad,9,118725,72,1,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,Male,Self-emp-inc
1702,69,20051,0,Some-college,10,36956,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1703,67,20051,0,Doctorate,16,106143,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1704,66,20051,0,Bachelors,13,169804,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1705,67,20051,0,Doctorate,16,129188,5,1,Married-civ-spouse,United-States,None,White,Husband,Male,None
1706,70,20051,0,Bachelors,13,36311,35,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1707,68,20051,0,Some-college,10,133736,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1708,68,20051,0,Bachelors,13,242095,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov
1709,74,20051,0,Some-college,10,228075,25,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1710,71,20051,0,Some-college,10,422149,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Federal-gov
1711,67,20051,0,HS-grad,9,171564,30,1,Married-civ-spouse,England,Prof-specialty,White,Wife,Female,Self-emp-inc
1712,68,20051,0,Bachelors,13,195868,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1713,77,20051,0,Doctorate,16,84979,40,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-inc
1714,71,20051,0,Some-college,10,118119,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1715,76,20051,0,Bachelors,13,199949,50,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
1716,83,20051,0,10th,6,240150,50,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-inc
1717,68,20051,0,Bachelors,13,117236,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1718,79,20051,0,Masters,14,76641,40,1,Married-civ-spouse,Poland,None,White,Husband,Male,None
1719,69,20051,0,Bachelors,13,58213,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1720,66,20051,0,Doctorate,16,174486,35,1,Married-civ-spouse,Jamaica,Prof-specialty,Black,Husband,Male,Local-gov
1721,73,20051,0,Some-college,10,148003,36,1,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Private
1722,67,20051,0,Assoc-acdm,12,431426,4,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Self-emp-not-inc
1723,66,20051,0,Bachelors,13,113323,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1724,66,20051,0,Prof-school,15,162945,55,1,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,Male,State-gov
1725,67,20051,0,Prof-school,15,191380,25,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1726,67,20051,0,Some-college,10,182581,20,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1727,79,18481,0,12th,8,97082,45,1,Widowed,United-States,Sales,White,Not-in-family,Male,Self-emp-inc
1728,67,18481,0,Masters,14,148690,2,1,Widowed,United-States,Prof-specialty,White,Not-in-family,Male,Self-emp-not-inc
1729,74,15831,0,HS-grad,9,129879,40,1,Widowed,United-States,Adm-clerical,White,Not-in-family,Female,Private
1730,67,15831,0,HS-grad,9,411007,40,1,Widowed,United-States,Exec-managerial,White,Not-in-family,Female,Self-emp-inc
1731,67,15831,0,Masters,14,103315,72,1,Never-married,United-States,Exec-managerial,White,Other-relative,Female,Local-gov
1732,67,15831,0,HS-grad,9,224984,16,1,Widowed,Germany,Adm-clerical,White,Not-in-family,Female,Private
1733,69,15831,0,HS-grad,9,182862,40,1,Never-married,United-States,Transport-moving,White,Not-in-family,Male,Private
1734,74,15831,0,Bachelors,13,199136,8,1,Widowed,Germany,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
1735,44,15024,0,Bachelors,13,198282,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1736,58,15024,0,HS-grad,9,210563,35,1,Married-civ-spouse,United-States,Sales,White,Wife,Female,Self-emp-inc
1737,57,15024,0,Masters,14,425161,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Federal-gov
1738,46,15024,0,Doctorate,16,188386,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1739,38,15024,0,Bachelors,13,91039,60,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1740,38,15024,0,Bachelors,13,99146,80,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1741,46,15024,0,Prof-school,15,102388,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1742,43,15024,0,Some-college,10,154374,60,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1743,33,15024,0,Bachelors,13,175697,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1744,39,15024,0,Bachelors,13,202027,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1745,39,15024,0,Bachelors,13,329980,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1746,54,15024,0,HS-grad,9,123011,52,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc
1747,33,15024,0,Masters,14,354573,44,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1748,54,15024,0,Doctorate,16,99185,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1749,51,15024,0,Masters,14,229465,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1750,47,15024,0,Bachelors,13,370119,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1751,53,15024,0,HS-grad,9,156877,35,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,State-gov
1752,64,15024,0,Bachelors,13,179436,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1753,30,15024,0,Assoc-voc,11,167990,65,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1754,52,15024,0,Bachelors,13,147876,60,1,Married-civ-spouse,United-States,Sales,White,Wife,Female,Private
1755,48,15024,0,Masters,14,126754,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1756,44,15024,0,Bachelors,13,120277,50,1,Married-civ-spouse,Italy,Prof-specialty,White,Husband,Male,Private
1757,53,15024,0,HS-grad,9,281590,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,State-gov
1758,64,15024,0,Bachelors,13,134960,35,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
1759,39,15024,0,Masters,14,79331,40,1,Married-civ-spouse,United-States,Exec-managerial,Asian-Pac-Islander,Husband,Male,Private
1760,50,15024,0,Masters,14,147629,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1761,57,15024,0,Masters,14,119253,65,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
1762,59,15024,0,Bachelors,13,174056,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1763,44,15024,0,Masters,14,198282,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1764,37,15024,0,Bachelors,13,82521,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1765,56,15024,0,Bachelors,13,211804,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
1766,64,15024,0,Bachelors,13,319371,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1767,32,15024,0,Bachelors,13,194426,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
1768,39,15024,0,Assoc-acdm,12,122742,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1769,57,15024,0,Prof-school,15,172654,50,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Self-emp-inc
1770,35,15024,0,Some-college,10,376455,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1771,51,15024,0,Bachelors,13,145409,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1772,44,15024,0,Bachelors,13,198316,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1773,57,15024,0,Prof-school,15,225334,35,1,Married-civ-spouse,United-States,Sales,White,Wife,Female,Self-emp-not-inc
1774,47,15024,0,HS-grad,9,151267,40,1,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,Female,Private
1775,51,15024,0,Doctorate,16,293196,60,1,Married-civ-spouse,Iran,Prof-specialty,White,Husband,Male,Private
1776,50,15024,0,HS-grad,9,44368,55,1,Married-civ-spouse,El-Salvador,Sales,White,Husband,Male,Self-emp-not-inc
1777,52,15024,0,Some-college,10,338816,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1778,47,15024,0,HS-grad,9,214169,40,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-inc
1779,34,15024,0,Bachelors,13,30497,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1780,37,15024,0,Bachelors,13,291518,55,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-inc
1781,49,15024,0,Some-college,10,362654,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1782,54,15024,0,Some-college,10,22743,60,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
1783,39,15024,0,HS-grad,9,191807,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1784,39,15024,0,Prof-school,15,126569,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1785,32,15024,0,Bachelors,13,312667,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1786,34,15024,0,Prof-school,15,186824,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-inc
1787,53,15024,0,Masters,14,114758,65,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1788,53,15024,0,Doctorate,16,199720,60,1,Married-civ-spouse,Germany,Prof-specialty,White,Husband,Male,Federal-gov
1789,52,15024,0,Some-college,10,100506,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
1790,37,15024,0,Bachelors,13,233825,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Local-gov
1791,53,15024,0,Masters,14,424079,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1792,37,15024,0,Bachelors,13,148015,40,1,Married-civ-spouse,United-States,Prof-specialty,Black,Wife,Female,Private
1793,47,15024,0,Assoc-voc,11,124973,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1794,58,15024,0,HS-grad,9,93664,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
1795,39,15024,0,Bachelors,13,173175,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1796,46,15024,0,Some-college,10,155659,45,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1797,49,15024,0,Masters,14,65087,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1798,46,15024,0,Some-college,10,117849,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1799,32,15024,0,Bachelors,13,207668,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1800,50,15024,0,Bachelors,13,127315,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1801,61,15024,0,Some-college,10,85548,18,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
1802,33,15024,0,Bachelors,13,56701,75,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1803,31,15024,0,Some-college,10,381153,56,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov
1804,39,15024,0,Prof-school,15,109766,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1805,45,15024,0,HS-grad,9,170871,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1806,35,15024,0,Masters,14,99357,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
1807,36,15024,0,Masters,14,261382,45,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1808,40,15024,0,Masters,14,157240,30,1,Married-civ-spouse,Iran,Exec-managerial,White,Wife,Female,Self-emp-inc
1809,47,15024,0,HS-grad,9,168109,50,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
1810,41,15024,0,Masters,14,280167,70,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1811,52,15024,0,Prof-school,15,173754,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-inc
1812,43,15024,0,Assoc-voc,11,303051,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1813,55,15024,0,Doctorate,16,116878,30,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1814,39,15024,0,Bachelors,13,179668,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
1815,61,15024,0,Bachelors,13,176839,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1816,46,15024,0,Bachelors,13,360096,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1817,49,15024,0,Assoc-acdm,12,198759,60,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1818,52,15024,0,Some-college,10,145409,60,1,Married-civ-spouse,Canada,Transport-moving,White,Husband,Male,Private
1819,58,15024,0,Bachelors,13,306233,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1820,49,15024,0,Bachelors,13,149210,40,1,Married-civ-spouse,United-States,Protective-serv,Black,Husband,Male,Local-gov
1821,46,15024,0,HS-grad,9,219021,44,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
1822,47,15024,0,Masters,14,332355,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1823,47,15024,0,Bachelors,13,173783,60,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
1824,36,15024,0,HS-grad,9,61778,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Local-gov
1825,63,15024,0,Prof-school,15,137940,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-inc
1826,37,15024,0,Masters,14,108140,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1827,46,15024,0,Bachelors,13,328216,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1828,39,15024,0,Prof-school,15,187098,47,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Private
1829,53,15024,0,Some-college,10,151580,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1830,30,15024,0,Some-college,10,154950,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1831,32,15024,0,Prof-school,15,193042,60,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1832,47,15024,0,Doctorate,16,120429,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,State-gov
1833,55,15024,0,Bachelors,13,229029,48,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1834,57,15024,0,HS-grad,9,200453,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1835,39,15024,0,Bachelors,13,70995,99,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
1836,37,15024,0,HS-grad,9,186934,60,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1837,32,15024,0,Prof-school,15,167531,50,1,Married-civ-spouse,United-States,Prof-specialty,Asian-Pac-Islander,Wife,Female,Private
1838,50,15024,0,Bachelors,13,34832,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
1839,41,15024,0,Prof-school,15,35166,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1840,43,15024,0,Bachelors,13,352005,45,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1841,45,15024,0,Bachelors,13,205100,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1842,40,15024,0,Masters,14,199381,37,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,State-gov
1843,55,15024,0,Bachelors,13,282023,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1844,59,15024,0,Some-college,10,271571,50,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1845,63,15024,0,Bachelors,13,213945,40,1,Married-civ-spouse,Iran,Sales,White,Husband,Male,Private
1846,34,15024,0,Bachelors,13,187215,36,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
1847,50,15024,0,Masters,14,259377,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Local-gov
1848,51,15024,0,Bachelors,13,167793,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1849,36,15024,0,Masters,14,237943,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1850,54,15024,0,Bachelors,13,135803,60,1,Married-civ-spouse,South,Exec-managerial,Asian-Pac-Islander,Husband,Male,Private
1851,42,15024,0,HS-grad,9,340234,40,1,Married-civ-spouse,United-States,Tech-support,Asian-Pac-Islander,Husband,Male,Private
1852,40,15024,0,Masters,14,226902,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1853,42,15024,0,Some-college,10,121998,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov
1854,36,15024,0,Bachelors,13,198237,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1855,32,15024,0,Some-college,10,78530,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
1856,53,15024,0,Masters,14,43952,38,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,State-gov
1857,46,15024,0,Prof-school,15,43348,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
1858,52,15024,0,Masters,14,254211,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-inc
1859,33,15024,0,Masters,14,144949,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1860,32,15024,0,Some-college,10,137076,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1861,43,15024,0,Prof-school,15,194726,55,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1862,50,15024,0,HS-grad,9,89041,50,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1863,38,15024,0,Bachelors,13,409604,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1864,43,15024,0,Bachelors,13,139734,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,State-gov
1865,53,15024,0,Assoc-acdm,12,30244,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1866,30,15024,0,Masters,14,340917,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1867,59,15024,0,Bachelors,13,201263,55,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1868,44,15024,0,Prof-school,15,116825,80,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1869,41,15024,0,Masters,14,101593,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1870,38,15024,0,Masters,14,70282,2,1,Married-civ-spouse,United-States,None,Black,Wife,Female,None
1871,60,15024,0,HS-grad,9,103344,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1872,42,15024,0,Bachelors,13,336513,60,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc
1873,42,15024,0,Doctorate,16,24763,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1874,48,15024,0,Bachelors,13,38950,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1875,55,15024,0,Bachelors,13,199067,42,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1876,49,15024,0,Bachelors,13,391585,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,State-gov
1877,50,15024,0,Masters,14,205803,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1878,55,15024,0,HS-grad,9,182460,35,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1879,44,15024,0,Masters,14,267717,45,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1880,46,15024,0,Bachelors,13,330087,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1881,40,15024,0,Bachelors,13,88909,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1882,39,15024,0,Bachelors,13,343476,50,1,Married-civ-spouse,Japan,Prof-specialty,White,Husband,Male,Self-emp-not-inc
1883,30,15024,0,Some-college,10,182926,40,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov
1884,44,15024,0,Doctorate,16,109912,32,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Private
1885,60,15024,0,HS-grad,9,376133,15,1,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Self-emp-inc
1886,60,15024,0,Some-college,10,142494,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1887,36,15024,0,Prof-school,15,184112,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
1888,36,15024,0,Bachelors,13,77146,45,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
1889,39,15024,0,12th,8,322143,70,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
1890,40,15024,0,Assoc-acdm,12,182437,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
1891,51,15024,0,Some-college,10,90363,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
1892,45,15024,0,Masters,14,101452,60,1,Married-civ-spouse,England,Exec-managerial,White,Husband,Male,Private
1893,51,15024,0,Masters,14,338620,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1894,47,15024,0,Bachelors,13,149700,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
1895,59,15024,0,Bachelors,13,153484,50,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
1896,47,15024,0,Assoc-acdm,12,162741,40,1,Married-civ-spouse,United-States,Prof-specialty,Black,Wife,Female,Private
1897,46,15024,0,Prof-school,15,102308,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Federal-gov
1898,35,15024,0,Bachelors,13,81232,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
1899,39,15024,0,Some-college,10,33983,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
1900,52,15024,0,Bachelors,13,194995,55,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
1901,32,15024,0,Prof-school,15,42900,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Federal-gov
1902,40,15024,0,Prof-school,15,166662,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
1903,61,15024,0,HS-grad,9,170262,38,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Private
1904,57,15024,0,Bachelors,13,127728,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
1905,48,15024,0,Masters,14,212954,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,State-gov
1906,51,15024,0,Masters,14,221672,50,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
